En Angle,IMU Angle,Diffrence
11.29,-0.724,12.014
10.58,-0.7,11.28
11.29,-0.7,11.99
10.58,-0.7,11.28
10.58,-0.396,10.976
10.58,-0.32,10.9
10.58,-0.32,10.9
10.58,-0.665,11.245
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.888,11.468
10.58,-0.9,11.48
10.58,-0.9,11.48
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.78,11.36
10.58,-0.8,11.38
10.58,-0.83,11.41
10.58,-0.83,11.41
10.58,-0.855,11.435
10.58,-0.93,11.51
10.58,-0.93,11.51
10.58,-0.93,11.51
10.58,-1.049,11.629
10.58,-1.27,11.85
11.29,-1.27,12.56
10.58,-1.186,11.766
10.58,-0.85,11.43
10.58,-0.85,11.43
10.58,-0.85,11.43
10.58,-0.846,11.426
10.58,-0.84,11.42
10.58,-0.84,11.42
11.29,-0.84,12.13
10.58,-1.06,11.64
10.58,-1.06,11.64
10.58,-1.06,11.64
10.58,-1.032,11.612
10.58,-0.98,11.56
10.58,-0.98,11.56
11.29,-0.7475,12.0375
10.58,-0.67,11.25
10.58,-0.67,11.25
11.29,-0.6835,11.9735
11.29,-0.76,12.05
10.58,-0.76,11.34
10.58,-0.76,11.34
11.29,-0.91,12.2
10.58,-0.96,11.54
10.58,-0.96,11.54
10.58,-0.949,11.529
10.58,-0.85,11.43
10.58,-0.85,11.43
10.58,-0.864,11.444
10.58,-0.99,11.57
10.58,-0.99,11.57
10.58,-0.99,11.57
10.58,-0.834,11.414
10.58,-0.6,11.18
10.58,-0.6,11.18
10.58,-0.6275,11.2075
10.58,-0.71,11.29
10.58,-0.71,11.29
10.58,-0.71,11.29
10.58,-0.668,11.248
10.58,-0.65,11.23
10.58,-0.65,11.23
10.58,-0.6185,11.1985
10.58,-0.44,11.02
10.58,-0.44,11.02
10.58,-0.44,11.02
10.58,-0.392,10.972
10.58,-0.36,10.94
10.58,-0.36,10.94
10.58,-0.7155,11.2955
10.58,-1.15,11.73
10.58,-1.15,11.73
10.58,-1.156,11.736
10.58,-1.27,11.85
10.58,-1.27,11.85
10.58,-1.27,11.85
10.58,-1.7695,12.3495
10.58,-2.38,12.96
11.29,-2.38,13.67
10.58,-2.38,12.96
10.58,-2.475,13.055
10.58,-2.48,13.06
10.58,-2.48,13.06
11.29,-2.54,13.83
11.29,-2.63,13.92
11.29,-2.63,13.92
11.29,-2.63,13.92
11.29,-2.86,14.15
11.29,-2.86,14.15
11.29,-2.86,14.15
11.29,-3.021,14.311
11.29,-3.32,14.61
11.29,-3.32,14.61
11.29,-3.3185,14.6085
11.29,-3.31,14.6
11.29,-3.31,14.6
11.29,-3.31,14.6
11.29,-3.2385,14.5285
11.29,-3.18,14.47
11.29,-3.18,14.47
11.29,-3.206,14.496
11.29,-3.44,14.73
11.29,-3.44,14.73
11.29,-3.44,14.73
11.29,-3.405,14.695
11.29,-3.39,14.68
11.29,-3.39,14.68
11.29,-3.606,14.896
11.29,-3.66,14.95
11.29,-3.66,14.95
11.29,-3.618,14.908
11.29,-3.38,14.67
11.29,-3.38,14.67
11.29,-3.38,14.67
11.29,-3.247,14.537
11.29,-3.24,14.53
11.29,-3.24,14.53
11.29,-3.345,14.635
11.29,-3.66,14.95
11.29,-3.66,14.95
11.29,-3.64,14.93
11.29,-3.46,14.75
11.29,-3.46,14.75
11.29,-3.46,14.75
11.29,-3.5925,14.8825
11.29,-3.946,15.236
11.29,-4.28,15.57
11.29,-4.4175,15.7075
11.29,-4.48,15.77
11.29,-4.154,15.444
11.29,-3.806,15.096
11.29,-3.964,15.254
10.58,-3.898,14.478
9.88,-4.066,13.946
9.88,-4.256,14.136
9.17,-3.48,12.65
9.17,-3.48,12.65
7.76,-3.545,11.305
7.76,-3.74,11.5
7.76,-3.74,11.5
7.76,-3.74,11.5
7.76,-3.74,11.5
7.76,-3.79,11.55
7.76,-3.524,11.284
7.05,-3.214,10.264
4.94,-2.552,7.492
4.23,-2.51,6.74
4.23,-2.64,6.87
3.52,-2.64,6.16
4.23,-2.4475,6.6775
4.23,-2.29,6.52
3.52,-2.29,5.81
3.52,-2.29,5.81
2.82,-1.6075,4.4275
2.82,-0.34,3.16
2.82,-0.34,3.16
2.82,-0.016,2.836
2.11,0.2,1.91
2.82,0.2,2.62
2.82,0.2,2.62
2.82,1.096,1.724
2.82,2.44,0.38
2.11,2.4715,-0.3615
2.82,3.07,-0.25
2.11,3.07,-0.96
2.82,3.07,-0.25
2.82,3.07,-0.25
2.82,3.673,-0.853
2.82,4.41,-1.59
2.82,4.41,-1.59
2.82,4.92,-2.1
2.11,5.09,-2.98
2.82,5.09,-2.27
2.82,5.09,-2.27
2.82,5.2565,-2.4365
2.82,6.2,-3.38
2.82,6.2,-3.38
2.82,6.5645,-3.7445
2.82,7.01,-4.19
2.82,7.01,-4.19
2.82,7.1975,-4.3775
2.82,8.312,-5.492
2.82,9.3,-6.48
2.82,9.3,-6.48
2.11,9.3,-7.19
2.82,9.3,-6.48
2.11,10.44,-8.33
2.11,11.2,-9.09
1.41,11.2,-9.79
1.41,12.28,-10.87
1.41,12.4,-10.99
1.41,12.4,-10.99
1.41,12.4,-10.99
1.41,13.191,-11.781
1.41,14.66,-13.25
0.7,14.66,-13.96
0.7,15.191,-14.491
0.7,15.25,-14.55
0,15.25,-15.25
-0.71,15.25,-15.96
-0.71,15.852,-16.562
-0.71,16.97,-17.68
-0.71,16.97,-17.68
-0.71,16.934,-17.644
-0.71,16.93,-17.64
-0.71,16.93,-17.64
-0.71,16.93,-17.64
-0.71,17.973,-18.683
0,19.91,-19.91
0,19.91,-19.91
0,20.936,-20.936
0.7,20.99,-20.29
0.7,20.99,-20.29
0.7,20.99,-20.29
0.7,22.02,-21.32
0.7,25.11,-24.41
0.7,25.11,-24.41
0.7,25.768,-25.068
1.41,26.05,-24.64
1.41,26.05,-24.64
2.11,26.05,-23.94
2.11,27.93,-25.82
2.11,30.75,-28.64
2.11,30.75,-28.64
2.11,33.93,-31.82
2.11,33.93,-31.82
1.41,33.93,-32.52
2.11,33.93,-31.82
1.41,36.0925,-34.6825
1.41,42.58,-41.17
1.41,42.58,-41.17
0.7,44.416,-43.716
1.41,44.74,-43.33
1.41,44.74,-43.33
1.41,44.74,-43.33
1.41,45.2235,-43.8135
2.11,54.41,-52.3
2.11,54.41,-52.3
2.11,55.19,-53.08
2.11,55.61,-53.5
2.11,55.61,-53.5
2.82,55.61,-52.79
2.11,55.61,-53.5
2.11,60.7255,-58.6155
2.11,63.48,-61.37
2.11,64.169,-62.059
2.11,64.54,-62.43
2.11,64.54,-62.43
2.82,64.54,-61.72
2.82,64.54,-61.72
2.82,69.754,-66.934
2.82,74.02,-71.2
3.52,73.894,-70.374
3.52,73.74,-70.22
3.52,73.74,-70.22
3.52,73.74,-70.22
3.52,73.74,-70.22
3.52,78.9225,-75.4025
3.52,80.65,-77.13
3.52,80.13,-76.61
3.52,79.35,-75.83
3.52,79.35,-75.83
4.23,79.35,-75.12
4.23,79.35,-75.12
4.23,80.278,-76.048
4.23,83.99,-79.76
3.52,83.99,-80.47
4.23,80.7505,-76.5205
4.23,80.58,-76.35
4.23,80.58,-76.35
4.23,80.58,-76.35
4.94,80.58,-75.64
5.64,80.476,-74.836
5.64,80.45,-74.81
6.35,80.281,-73.931
7.76,80.19,-72.43
7.76,80.19,-72.43
9.17,80.19,-71.02
9.88,80.19,-70.31
10.58,80.6345,-70.0545
11.29,81.46,-70.17
12.7,81.4375,-68.7375
12.7,81.37,-68.67
13.41,81.37,-67.96
14.11,81.37,-67.26
15.52,81.37,-65.85
16.23,81.442,-65.212
16.94,81.85,-64.91
16.94,81.85,-64.91
17.64,81.8755,-64.2355
18.35,81.88,-63.53
18.35,81.88,-63.53
19.05,81.88,-62.83
19.05,81.88,-62.83
19.76,82.45,-62.69
19.76,82.4475,-62.6875
20.47,82.44,-61.97
20.47,82.44,-61.97
21.17,82.44,-61.27
21.88,82.44,-60.56
22.58,82.522,-59.942
22.58,82.85,-60.27
23.29,82.949,-59.659
23.29,83.84,-60.55
24,83.84,-59.84
24,83.84,-59.84
24.7,83.84,-59.14
25.41,83.84,-58.43
26.11,84.515,-58.405
26.82,84.59,-57.77
27.52,84.875,-57.355
28.23,84.97,-56.74
28.23,84.97,-56.74
28.94,84.97,-56.03
29.64,84.97,-55.33
30.35,84.765,-54.415
31.76,84.56,-52.8
31.76,84.926,-53.166
32.47,85.17,-52.7
32.47,85.17,-52.7
32.47,85.17,-52.7
32.47,85.17,-52.7
32.47,85.053,-52.583
32.47,84.78,-52.31
32.47,84.705,-52.235
33.17,84.53,-51.36
32.47,84.53,-52.06
33.17,84.53,-51.36
33.17,84.53,-51.36
33.88,84.53,-50.65
33.88,84.4365,-50.5565
35.29,84.4025,-49.1125
36,84.35,-48.35
36.7,84.35,-47.65
37.41,84.35,-46.94
37.41,84.35,-46.94
38.82,84.35,-45.53
39.52,84.35,-44.83
40.23,84.34,-44.11
40.94,84.3,-43.36
41.64,84.3,-42.66
43.05,84.3,-41.25
43.76,84.3,-40.54
45.17,84.336,-39.166
45.88,84.42,-38.54
47.29,84.24,-36.95
48.7,83.97,-35.27
49.41,83.97,-34.56
50.82,83.97,-33.15
52.23,83.97,-31.74
53.64,83.97,-30.33
55.05,84.06,-29.01
56.47,83.9635,-27.4935
57.88,83.36,-25.48
60,83.36,-23.36
61.41,83.36,-21.95
62.82,83.36,-20.54
64.23,83.36,-19.13
65.64,83.504,-17.864
67.05,83.68,-16.63
68.47,83.55,-15.08
69.88,83.48,-13.6
70.58,83.48,-12.9
72,83.48,-11.48
72.7,83.48,-10.78
74.11,83.4925,-9.3825
74.82,83.73,-8.91
75.52,83.7625,-8.2425
76.23,83.86,-7.63
77.64,83.86,-6.22
78.35,83.86,-5.51
79.05,83.86,-4.81
80.47,83.86,-3.39
81.17,84.13,-2.96
82.58,84.121,-1.541
83.29,84.1,-0.81
84,84.1,-0.1
85.41,84.1,1.31
86.11,84.1,2.01
86.82,84.1,2.72
87.52,84.165,3.355
87.52,84.2,3.32
88.23,84.08,4.15
88.94,84.08,4.86
88.94,84.08,4.86
89.64,84.08,5.56
90.35,84.08,6.27
90.35,84.095,6.255
90.35,84.14,6.21
91.05,84.023,7.027
90.35,84.01,6.34
90.35,84.01,6.34
90.35,84.01,6.34
90.35,84.01,6.34
89.64,84.0325,5.6075
89.64,84.06,5.58
89.64,84.041,5.599
89.64,84.04,5.6
88.94,84.04,4.9
89.64,84.04,5.6
89.64,84.04,5.6
89.64,84.048,5.592
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.0845,5.5555
89.64,84.11,5.53
89.64,84.0935,5.5465
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.08,5.56
89.64,84.11,5.53
89.64,84.1075,5.5325
89.64,84.07,5.57
89.64,84.07,5.57
89.64,84.07,5.57
89.64,84.07,5.57
89.64,84.07,5.57
89.64,84.086,5.554
89.64,84.11,5.53
88.94,84.09,4.85
88.94,84.09,4.85
88.94,84.09,4.85
88.94,84.09,4.85
88.94,84.09,4.85
88.94,84.092,4.848
88.94,84.11,4.83
88.94,84.1165,4.8235
88.94,84.12,4.82
88.94,84.12,4.82
88.94,84.12,4.82
88.94,84.12,4.82
88.94,84.124,4.816
88.94,84.14,4.8
88.94,84.14,4.8
88.94,84.14,4.8
88.94,84.14,4.8
88.94,84.14,4.8
88.94,84.14,4.8
88.94,84.1505,4.7895
88.94,84.21,4.73
88.94,84.194,4.746
88.94,84.19,4.75
88.94,84.19,4.75
88.94,84.19,4.75
88.23,84.19,4.04
88.94,84.19,4.75
88.23,84.204,4.026
88.23,84.19,4.04
88.94,84.17,4.77
88.94,84.17,4.77
88.94,84.17,4.77
88.94,84.17,4.77
88.94,84.17,4.77
88.94,84.183,4.757
88.94,84.1865,4.7535
88.94,84.18,4.76
88.23,84.18,4.05
88.94,84.18,4.76
88.23,84.18,4.05
88.23,84.18,4.05
88.23,84.183,4.047
88.94,84.2,4.74
88.23,84.2,4.03
88.94,84.2,4.74
88.23,84.2,4.03
88.94,84.2,4.74
88.94,84.2,4.74
88.94,84.2,4.74
88.94,84.242,4.698
88.23,84.2465,3.9835
88.94,84.23,4.71
88.23,84.23,4
88.23,84.23,4
88.94,84.23,4.71
88.23,84.23,4
88.94,84.2225,4.7175
88.23,84.22,4.01
88.23,84.22,4.01
88.23,84.22,4.01
88.23,84.22,4.01
88.23,84.22,4.01
88.23,84.22,4.01
88.23,84.253,3.977
88.23,84.268,3.962
88.23,84.25,3.98
88.23,84.25,3.98
88.23,84.25,3.98
88.23,84.25,3.98
88.23,84.25,3.98
88.23,84.25,3.98
88.23,84.68,3.55
88.23,84.561,3.669
88.23,84.54,3.69
88.23,84.54,3.69
88.23,84.54,3.69
88.23,84.99,3.24
88.23,85.5,2.73
88.23,85.44,2.79
88.23,85.44,2.79
88.23,85.44,2.79
88.23,85.44,2.79
88.23,85.44,2.79
88.23,85.44,2.79
88.23,84.775,3.455
88.23,84.64,3.59
88.23,84.64,3.59
88.23,84.64,3.59
88.23,84.64,3.59
88.23,84.64,3.59
88.23,84.64,3.59
88.23,84.395,3.835
88.23,84.1115,4.1185
88.23,84.08,4.15
88.23,84.08,4.15
88.23,84.08,4.15
88.23,84.08,4.15
88.23,84.08,4.15
88.23,84.044,4.186
88.23,84.0455,4.1845
88.23,84.15,4.08
88.23,84.15,4.08
88.23,84.15,4.08
88.23,84.15,4.08
88.23,84.15,4.08
88.23,84.146,4.084
88.23,84.142,4.088
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.161,4.069
88.23,84.174,4.056
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.16,4.07
88.23,84.173,4.057
88.23,84.15,4.08
88.23,84.14,4.09
88.23,84.14,4.09
88.23,84.14,4.09
88.23,84.14,4.09
88.23,84.14,4.09
88.23,84.14,4.09
88.23,84.1625,4.0675
88.23,84.19,4.04
88.23,84.19,4.04
88.23,84.19,4.04
88.23,84.19,4.04
88.23,84.19,4.04
88.23,84.186,4.044
88.23,84.212,4.018
88.23,84.29,3.94
88.23,84.29,3.94
88.23,84.29,3.94
88.23,84.29,3.94
88.23,84.29,3.94
88.23,84.29,3.94
88.23,84.0695,4.1605
88.23,84.88,3.35
88.23,84.88,3.35
88.23,84.88,3.35
88.23,84.88,3.35
88.23,84.88,3.35
88.23,84.88,3.35
88.23,83.548,4.682
88.23,85.434,2.796
88.23,85.58,2.65
88.23,85.58,2.65
88.23,85.58,2.65
88.23,85.58,2.65
88.23,85.58,2.65
88.23,85.816,2.414
88.94,88.264,0.676
88.23,88.66,-0.43
88.23,88.66,-0.43
88.23,88.66,-0.43
88.23,88.66,-0.43
88.23,88.66,-0.43
88.23,88.66,-0.43
88.23,-70.6555,158.8855
88.23,-89.06,177.29
88.23,-89.06,177.29
88.23,-89.06,177.29
88.23,-89.06,177.29
88.23,-89.06,177.29
88.23,-89.0325,177.2625
88.23,-88.765,176.995
88.23,-89.02,177.25
88.23,-89.02,177.25
88.23,-89.02,177.25
88.23,-89.02,177.25
88.23,-89.02,177.25
88.23,-89.02,177.25
88.23,-88.262,176.492
88.23,-88.73,176.96
88.23,-88.73,176.96
88.23,-88.73,176.96
88.23,-88.73,176.96
88.23,-88.73,176.96
88.23,-88.73,176.96
88.23,-53.37,141.6
88.23,88.88,-0.65
88.23,88.88,-0.65
88.23,88.88,-0.65
88.94,88.88,0.06
88.23,88.88,-0.65
88.23,88.88,-0.65
88.23,88.9605,-0.7305
88.94,88.578,0.362
88.94,88.55,0.39
88.94,88.55,0.39
88.94,88.55,0.39
88.94,88.55,0.39
88.94,88.55,0.39
88.94,88.5935,0.3465
89.64,88.839,0.801
89.64,88.59,1.05
89.64,88.59,1.05
89.64,88.59,1.05
89.64,88.59,1.05
89.64,88.59,1.05
89.64,88.59,1.05
88.94,88.642,0.298
88.94,88.65,0.29
88.94,88.65,0.29
88.94,88.65,0.29
88.94,88.65,0.29
88.94,88.65,0.29
88.94,88.6575,0.2825
88.94,88.6925,0.2475
88.23,88.69,-0.46
88.94,88.69,0.25
88.94,88.69,0.25
88.94,88.69,0.25
88.23,88.69,-0.46
88.23,88.69,-0.46
88.94,88.717,0.223
88.94,88.72,0.22
88.94,88.72,0.22
88.23,88.72,-0.49
88.23,88.72,-0.49
88.94,88.72,0.22
88.94,88.72,0.22
88.94,88.722,0.218
88.94,88.72,0.22
88.23,88.72,-0.49
88.23,88.72,-0.49
88.23,88.72,-0.49
88.94,88.72,0.22
88.94,88.72,0.22
88.94,88.72,0.22
88.94,88.72,0.22
88.23,88.72,-0.49
88.94,88.72,0.22
88.94,88.72,0.22
88.94,88.72,0.22
88.23,88.72,-0.49
88.94,88.72,0.22
88.94,88.7395,0.2005
88.23,88.75,-0.52
88.23,88.75,-0.52
88.94,88.75,0.19
88.94,88.75,0.19
88.23,88.75,-0.52
88.94,88.75,0.19
88.94,88.754,0.186
88.94,88.75,0.19
88.94,88.75,0.19
88.94,88.75,0.19
88.94,88.75,0.19
88.94,88.75,0.19
88.23,88.75,-0.52
88.94,88.77,0.17
88.94,88.79,0.15
88.94,88.79,0.15
88.94,88.79,0.15
88.94,88.79,0.15
88.94,88.79,0.15
88.23,88.79,-0.56
88.94,88.781,0.159
88.94,88.43,0.51
88.94,88.43,0.51
88.94,88.43,0.51
88.94,88.43,0.51
88.94,88.43,0.51
88.94,88.43,0.51
88.94,88.43,0.51
88.94,88.2005,0.7395
88.94,88.12,0.82
88.94,88.12,0.82
89.64,88.12,1.52
90.35,88.12,2.23
91.05,88.12,2.93
91.76,88.12,3.64
92.47,87.92,4.55
92.47,87.72,4.75
93.17,87.72,5.45
93.17,87.72,5.45
93.17,87.72,5.45
93.88,87.72,6.16
93.88,87.72,6.16
94.58,87.601,6.979
94.58,87.58,7
95.29,87.58,7.71
95.29,87.58,7.71
95.29,87.58,7.71
95.29,87.58,7.71
95.29,87.58,7.71
95.29,77.997,17.293
95.29,85.21,10.08
95.29,85.21,10.08
95.29,85.21,10.08
95.29,85.21,10.08
95.29,85.21,10.08
95.29,85.21,10.08
95.29,83.617,11.673
95.29,52.98,42.31
95.29,52.98,42.31
95.29,52.98,42.31
94.58,52.98,41.6
93.88,52.98,40.9
93.88,52.98,40.9
93.88,52.8835,40.9965
93.88,31.61,62.27
93.17,29.45,63.72
93.17,29.45,63.72
93.17,29.45,63.72
92.47,29.45,63.02
92.47,29.45,63.02
92.47,29.45,63.02
92.47,22.736,69.734
92.47,15.59,76.88
92.47,15.59,76.88
92.47,15.59,76.88
92.47,15.59,76.88
92.47,15.59,76.88
92.47,15.59,76.88
92.47,12.4865,79.9835
92.47,7.2,85.27
92.47,7.2,85.27
92.47,7.2,85.27
92.47,7.2,85.27
92.47,7.2,85.27
92.47,7.2,85.27
92.47,7.924,84.546
93.17,7.751,85.419
92.47,7.41,85.06
92.47,7.41,85.06
92.47,7.41,85.06
92.47,7.41,85.06
92.47,7.41,85.06
92.47,7.238,85.232
93.17,7.3175,85.8525
92.47,7.86,84.61
92.47,7.86,84.61
92.47,7.86,84.61
92.47,7.86,84.61
93.17,7.86,85.31
93.17,7.86,85.31
92.47,7.6405,84.8295
93.17,7.64,85.53
92.47,7.64,84.83
92.47,7.64,84.83
93.17,7.64,85.53
92.47,7.64,84.83
92.47,7.64,84.83
92.47,7.54,84.93
93.17,7.158,86.012
92.47,7.16,85.31
93.17,7.16,86.01
92.47,7.16,85.31
93.17,7.16,86.01
93.17,7.16,86.01
93.17,7.16,86.01
92.47,6.8635,85.6065
92.47,6.87,85.6
92.47,6.87,85.6
92.47,6.87,85.6
92.47,6.87,85.6
92.47,6.87,85.6
92.47,6.87,85.6
93.17,6.42,86.75
93.17,6.48,86.69
93.17,6.48,86.69
92.47,6.48,85.99
93.17,6.48,86.69
93.17,6.48,86.69
93.17,6.48,86.69
92.47,6.484,85.986
93.17,6.08,87.09
93.17,6.08,87.09
93.17,6.08,87.09
93.17,6.08,87.09
92.47,6.08,86.39
93.17,6.08,87.09
93.17,5.978,87.192
92.47,5.7485,86.7215
93.17,5.75,87.42
93.17,5.75,87.42
92.47,5.75,86.72
92.47,5.75,86.72
93.17,5.75,87.42
93.17,5.7145,87.4555
93.17,5.25,87.92
92.47,5.46,87.01
93.17,5.46,87.71
93.17,5.46,87.71
93.17,5.46,87.71
93.17,5.46,87.71
92.47,5.46,87.01
92.47,5.215,87.255
93.17,5.12,88.05
93.17,5.12,88.05
92.47,5.12,87.35
92.47,5.12,87.35
92.47,5.12,87.35
93.17,5.165,88.005
92.47,4.941,87.529
92.47,4.91,87.56
92.47,4.91,87.56
93.17,4.91,88.26
92.47,4.91,87.56
92.47,4.91,87.56
93.17,5.117,88.053
93.17,4.642,88.528
93.17,4.46,88.71
93.17,4.46,88.71
93.17,4.46,88.71
93.17,4.46,88.71
93.17,4.46,88.71
93.17,4.5375,88.6325
91.76,4.374,87.386
89.64,4.05,85.59
86.82,4.05,82.77
83.29,4.05,79.24
79.05,4.05,75
73.41,4.05,69.36
67.76,4.05,63.71
62.11,3.854,58.256
57.17,3.84,53.33
52.23,3.84,48.39
47.29,3.84,43.45
44.47,3.84,40.63
41.64,3.84,37.8
39.52,3.8275,35.6925
36.7,3.5525,33.1475
32.47,3.44,29.03
30.35,3.44,26.91
28.23,3.44,24.79
26.11,3.44,22.67
24,3.44,20.56
22.58,3.34,19.24
20.47,2.982,17.488
19.05,3.06,15.99
17.64,3.06,14.58
16.23,3.06,13.17
14.82,3.06,11.76
13.41,3.06,10.35
12,3.0775,8.9225
11.29,3.31,7.98
10.58,3.01,7.57
9.88,3.01,6.87
9.88,3.01,6.87
10.58,3.01,7.57
9.88,3.01,6.87
9.88,3.01,6.87
9.88,2.866,7.014
9.88,2.85,7.03
9.88,2.85,7.03
9.88,2.85,7.03
9.88,2.85,7.03
9.88,2.85,7.03
9.88,2.85,7.03
9.88,2.841,7.039
9.88,2.49,7.39
9.88,2.49,7.39
9.88,2.49,7.39
9.88,2.49,7.39
9.88,2.49,7.39
9.88,2.49,7.39
9.88,2.145,7.735
9.88,2.258,7.622
9.88,2.27,7.61
9.88,2.27,7.61
9.88,2.27,7.61
9.88,2.27,7.61
9.88,2.4425,7.4375
9.88,2.756,7.124
9.88,1.94,7.94
9.88,1.94,7.94
9.88,1.94,7.94
9.88,1.94,7.94
10.58,1.856,8.724
9.88,1.75,8.13
9.88,1.96,7.92
9.88,1.96,7.92
9.88,1.96,7.92
9.88,1.96,7.92
9.88,1.96,7.92
9.88,1.96,7.92
9.88,1.78,8.1
9.88,1.78,8.1
9.88,1.78,8.1
9.88,1.78,8.1
9.88,1.78,8.1
9.88,1.78,8.1
9.88,1.78,8.1
9.88,1.604,8.276
9.88,1.515,8.365
9.88,1.5,8.38
9.88,1.5,8.38
9.88,1.5,8.38
10.58,1.5,9.08
9.88,1.5,8.38
9.88,1.3785,8.5015
10.58,1.3105,9.2695
9.88,1.46,8.42
10.58,1.46,9.12
9.88,1.46,8.42
9.88,1.46,8.42
10.58,1.46,9.12
10.58,1.379,9.201
9.88,1.3185,8.5615
10.58,1.39,9.19
10.58,1.39,9.19
10.58,1.39,9.19
10.58,1.39,9.19
10.58,1.39,9.19
10.58,1.6485,8.9315
10.58,1.34,9.24
10.58,0.56,10.02
10.58,0.56,10.02
10.58,0.56,10.02
10.58,0.56,10.02
10.58,0.56,10.02
10.58,0.662,9.918
10.58,0.226,10.354
10.58,-0.53,11.11
10.58,-0.53,11.11
10.58,-0.53,11.11
10.58,-0.53,11.11
10.58,-0.53,11.11
10.58,-0.548,11.128
10.58,-0.82,11.4
10.58,-1.21,11.79
10.58,-1.21,11.79
10.58,-1.21,11.79
10.58,-1.21,11.79
10.58,-1.21,11.79
10.58,-1.186,11.766
10.58,-1.085,11.665
10.58,-0.83,11.41
10.58,-0.83,11.41
10.58,-0.83,11.41
10.58,-0.83,11.41
10.58,-0.83,11.41
10.58,-1.028,11.608
10.58,-1.19,11.77
10.58,-1.19,11.77
10.58,-1.19,11.77
10.58,-1.19,11.77
10.58,-1.19,11.77
10.58,-1.19,11.77
10.58,-1.351,11.931
10.58,-0.8665,11.4465
10.58,-0.19,10.77
11.29,-0.19,11.48
10.58,-0.19,10.77
10.58,-0.19,10.77
10.58,-0.19,10.77
10.58,-0.37,10.95
10.58,0.8,9.78
10.58,1.58,9
11.29,1.58,9.71
11.29,1.58,9.71
11.29,1.58,9.71
11.29,1.5575,9.7325
10.58,1.43,9.15
10.58,2.914,7.666
11.29,3.55,7.74
10.58,3.55,7.03
11.29,3.55,7.74
10.58,3.55,7.03
11.29,3.55,7.74
11.29,3.93,7.36
10.58,4.293,6.287
10.58,4.93,5.65
11.29,4.93,6.36
10.58,4.93,5.65
10.58,4.93,5.65
10.58,4.93,5.65
10.58,4.99,5.59
10.58,5.7765,4.8035
10.58,6.42,4.16
10.58,6.42,4.16
10.58,6.42,4.16
10.58,6.42,4.16
10.58,6.42,4.16
10.58,6.3535,4.2265
10.58,7.3625,3.2175
10.58,8.6,1.98
10.58,8.6,1.98
10.58,8.6,1.98
11.29,8.6,2.69
10.58,8.63,1.95
11.29,8.9,2.39
11.29,9.404,1.886
11.29,10.16,1.13
11.29,10.16,1.13
11.29,10.16,1.13
11.29,10.16,1.13
11.29,10.16,1.13
11.29,10.296,0.994
11.29,11.724,-0.434
11.29,13.83,-2.54
11.29,13.83,-2.54
11.29,13.83,-2.54
11.29,13.83,-2.54
