En Angle,IMU Angle,Diffrence
11.29,13.83,-2.54
10.58,14.438,-3.858
11.29,15.605,-4.315
11.29,19.01,-7.72
11.29,19.01,-7.72
11.29,19.01,-7.72
11.29,19.01,-7.72
11.29,19.0385,-7.7485
11.29,19.2,-7.91
11.29,19.928,-8.638
11.29,21.02,-9.73
11.29,21.02,-9.73
11.29,21.02,-9.73
11.29,21.02,-9.73
11.29,21.038,-9.748
11.29,21.11,-9.82
11.29,21.938,-10.648
11.29,22.95,-11.66
11.29,22.95,-11.66
11.29,22.95,-11.66
11.29,22.95,-11.66
12,22.9675,-10.9675
11.29,23.02,-11.73
11.29,23.836,-12.546
11.29,24.38,-13.09
11.29,24.38,-13.09
12,24.38,-12.38
12,24.38,-12.38
11.29,24.396,-13.106
12,24.46,-12.46
11.29,24.91,-13.62
11.29,25.46,-14.17
11.29,25.46,-14.17
11.29,25.46,-14.17
10.58,25.46,-14.88
10.58,25.468,-14.888
10.58,25.5,-14.92
10.58,25.815,-15.235
10.58,26.4,-15.82
10.58,26.4,-15.82
10.58,26.4,-15.82
10.58,26.4,-15.82
9.88,26.4,-16.52
9.88,26.438,-16.558
9.17,26.7165,-17.5465
9.17,27.23,-18.06
9.17,27.23,-18.06
9.17,27.23,-18.06
9.17,27.23,-18.06
9.17,27.234,-18.064
9.17,27.27,-18.1
9.17,27.538,-18.368
9.17,27.94,-18.77
9.17,27.94,-18.77
9.88,27.94,-18.06
9.88,27.94,-18.06
9.88,27.943,-18.063
9.88,27.96,-18.08
9.88,28.3065,-18.4265
9.88,28.59,-18.71
9.88,28.59,-18.71
9.88,28.59,-18.71
9.88,28.59,-18.71
9.88,28.59,-18.71
9.88,28.59,-18.71
9.88,28.85,-18.97
9.88,29.11,-19.23
9.88,29.11,-19.23
10.58,29.11,-18.53
10.58,29.11,-18.53
11.29,29.11,-17.82
11.29,29.11,-17.82
12,29.225,-17.225
12,29.57,-17.57
12.7,29.57,-16.87
12.7,29.57,-16.87
13.41,29.57,-16.16
14.11,29.571,-15.461
14.82,29.59,-14.77
15.52,29.629,-14.109
16.23,29.98,-13.75
16.94,29.98,-13.04
16.94,29.98,-13.04
18.35,29.98,-11.63
18.35,29.98,-11.63
18.35,29.98,-11.63
19.05,29.98,-10.93
19.05,30.2935,-11.2435
19.05,30.31,-11.26
19.05,30.31,-11.26
19.76,30.31,-10.55
19.76,30.318,-10.558
20.47,30.35,-9.88
20.47,30.38,-9.91
20.47,30.65,-10.18
20.47,30.65,-10.18
21.17,30.65,-9.48
21.17,30.65,-9.48
21.17,30.65,-9.48
21.88,30.65,-8.77
21.88,30.7765,-8.8965
21.88,30.88,-9
22.58,30.88,-8.3
23.29,30.88,-7.59
23.29,30.88,-7.59
24,30.8965,-6.8965
24,30.91,-6.91
24.7,30.987,-6.287
25.41,31.13,-5.72
25.41,31.13,-5.72
26.11,31.13,-5.02
26.11,31.13,-5.02
26.11,31.1335,-5.0235
26.11,31.14,-5.03
26.82,31.159,-4.339
26.82,31.33,-4.51
27.52,31.33,-3.81
27.52,31.33,-3.81
28.94,31.33,-2.39
29.64,31.3285,-1.6885
30.35,31.32,-0.97
31.76,31.32,0.44
33.17,31.473,1.697
34.58,31.49,3.09
35.29,31.49,3.8
38.11,31.49,6.62
38.82,31.491,7.329
38.82,31.5,7.32
39.52,31.5,8.02
39.52,31.619,7.901
39.52,31.64,7.88
40.23,31.64,8.59
40.23,31.64,8.59
40.23,31.64,8.59
40.23,31.64,8.59
40.23,31.64,8.59
40.23,31.773,8.457
40.23,31.78,8.45
40.23,31.78,8.45
40.23,31.78,8.45
40.23,31.775,8.455
40.23,31.77,8.46
40.94,31.794,9.146
40.23,31.89,8.34
40.94,31.89,9.05
40.94,31.89,9.05
40.94,31.89,9.05
40.94,31.89,9.05
40.94,31.89,9.05
40.94,31.89,9.05
40.94,32.01,8.93
40.94,32.01,8.93
40.94,32.01,8.93
40.94,32.01,8.93
40.94,32.0125,8.9275
40.94,32.02,8.92
40.23,32.02,8.21
40.94,32.092,8.848
40.94,32.1,8.84
40.94,32.1,8.84
40.94,32.1,8.84
40.94,32.1025,8.8375
40.94,32.11,8.83
40.94,32.11,8.83
40.94,32.159,8.781
40.94,32.18,8.76
40.94,32.18,8.76
40.94,32.18,8.76
40.94,32.18,8.76
40.94,32.18,8.76
40.94,32.18,8.76
40.94,32.225,8.715
40.94,32.24,8.7
40.23,32.24,7.99
40.94,32.24,8.7
40.94,32.24,8.7
40.94,32.24,8.7
40.94,32.24,8.7
40.94,32.2675,8.6725
40.94,32.29,8.65
40.94,32.29,8.65
40.94,32.29,8.65
40.94,32.29,8.65
40.94,32.29,8.65
40.94,32.29,8.65
40.94,32.32,8.62
40.94,32.33,8.61
40.94,32.33,8.61
40.94,32.33,8.61
40.94,32.3315,8.6085
40.94,32.34,8.6
40.94,32.34,8.6
40.94,32.36,8.58
40.94,32.38,8.56
40.94,32.38,8.56
40.94,32.38,8.56
40.94,32.38,8.56
40.23,32.38,7.85
40.94,32.38,8.56
40.94,32.386,8.554
40.23,32.41,7.82
40.94,32.41,8.53
40.94,32.41,8.53
40.94,32.41,8.53
40.94,32.41,8.53
40.94,32.41,8.53
40.94,32.4225,8.5175
40.94,32.46,8.48
40.94,32.46,8.48
40.94,32.46,8.48
40.23,32.46,7.77
40.23,32.46,7.77
40.94,32.46,8.48
40.94,32.4615,8.4785
40.94,32.49,8.45
40.94,32.49,8.45
40.94,32.49,8.45
40.94,32.49,8.45
40.94,32.503,8.437
40.94,32.51,8.43
40.94,32.51,8.43
40.23,32.5355,7.6945
40.94,32.54,8.4
40.94,32.54,8.4
40.94,32.54,8.4
40.94,32.54,8.4
40.94,32.54,8.4
40.23,32.54,7.69
40.94,32.561,8.379
40.94,32.57,8.37
40.94,32.57,8.37
40.94,32.57,8.37
40.23,32.5615,7.6685
40.94,32.56,8.38
40.94,32.56,8.38
40.94,32.58,8.36
40.23,32.58,7.65
40.94,32.58,8.36
40.23,32.58,7.65
40.94,32.574,8.366
40.23,32.57,7.66
40.94,32.574,8.366
40.23,32.59,7.64
40.23,32.59,7.64
40.94,32.59,8.35
40.94,32.59,8.35
40.94,32.5985,8.3415
40.23,32.6,7.63
40.94,32.6,8.34
40.94,32.6255,8.3145
40.94,32.63,8.31
40.94,32.63,8.31
40.94,32.63,8.31
40.94,32.623,8.317
40.94,32.62,8.32
40.94,32.62,8.32
40.94,32.6135,8.3265
40.23,32.61,7.62
40.23,32.61,7.62
40.94,32.61,8.33
40.94,32.598,8.342
40.94,32.58,8.36
40.94,32.594,8.346
40.94,32.62,8.32
40.23,32.62,7.61
40.94,32.62,8.32
40.94,32.611,8.329
40.23,32.59,7.64
40.23,32.59,7.64
40.23,32.587,7.643
40.94,32.57,8.37
40.23,32.57,7.66
40.23,32.57,7.66
40.94,32.57,8.37
40.94,32.604,8.336
40.94,32.61,8.33
40.23,32.6135,7.6165
40.94,32.62,8.32
40.23,32.62,7.61
40.94,32.62,8.32
40.23,32.62,7.61
40.23,32.62,7.61
40.23,32.62,7.61
40.23,32.62,7.61
40.23,32.62,7.61
40.23,32.62,7.61
40.23,32.62,7.61
40.94,32.6195,8.3205
40.23,32.61,7.62
40.23,32.61,7.62
40.94,32.61,8.33
40.23,32.629,7.601
40.94,32.63,8.31
40.23,32.63,7.6
40.94,32.63,8.31
40.23,32.63,7.6
40.23,32.63,7.6
40.94,32.63,8.31
40.94,32.6375,8.3025
40.94,32.64,8.3
40.94,32.64,8.3
40.94,32.64,8.3
40.23,32.632,7.598
40.94,32.63,8.31
40.23,32.63,7.6
40.23,32.651,7.579
40.23,32.66,7.57
40.23,32.66,7.57
40.94,32.66,8.28
40.94,32.66,8.28
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.672,7.558
40.23,32.69,7.54
40.23,32.69,7.54
40.94,32.69,8.25
40.23,32.672,7.558
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.678,7.552
40.94,32.68,8.26
40.23,32.68,7.55
40.94,32.68,8.26
40.23,32.687,7.543
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.687,7.543
40.94,32.68,8.26
40.94,32.68,8.26
40.23,32.68,7.55
40.23,32.6865,7.5435
40.23,32.69,7.54
40.94,32.69,8.25
40.23,32.694,7.536
40.23,32.71,7.52
40.23,32.71,7.52
40.23,32.71,7.52
40.23,32.708,7.522
40.23,32.7,7.53
40.94,32.7,8.24
40.23,32.7,7.53
40.23,32.721,7.509
40.23,32.73,7.5
40.23,32.73,7.5
40.23,32.73,7.5
40.23,32.721,7.509
40.94,32.72,8.22
40.23,32.72,7.51
40.23,32.7165,7.5135
40.94,32.71,8.23
40.23,32.71,7.52
40.23,32.71,7.52
40.23,32.7015,7.5285
40.94,32.7,8.24
40.23,32.7,7.53
40.23,32.6975,7.5325
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.94,32.69,8.25
40.23,32.69,7.54
40.94,32.69,8.25
40.94,32.69,8.25
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.6805,7.5495
40.23,32.68,7.55
40.94,32.68,8.26
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.688,7.542
40.94,32.69,8.25
40.23,32.69,7.54
40.23,32.688,7.542
40.23,32.67,7.56
40.23,32.67,7.56
40.94,32.67,8.27
40.23,32.676,7.554
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.667,7.563
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.66,7.57
40.23,32.6695,7.5605
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.674,7.556
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.69,7.54
40.23,32.6875,7.5425
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.673,7.557
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.6765,7.5535
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.6765,7.5535
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.671,7.559
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.678,7.552
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.6785,7.5515
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.68,7.55
40.23,32.673,7.557
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.67,7.56
40.23,32.649,7.581
40.23,32.64,7.59
40.23,32.64,7.59
40.23,32.632,7.598
40.23,32.63,7.6
40.23,32.63,7.6
40.23,32.63,7.6
40.23,32.6375,7.5925
40.23,32.64,7.59
40.23,32.64,7.59
40.23,32.865,7.365
40.23,32.89,7.34
40.23,32.89,7.34
40.23,32.89,7.34
40.23,32.0655,8.1645
40.23,31.92,8.31
40.23,31.9295,8.3005
40.23,32.11,8.12
40.23,32.11,8.12
40.23,32.11,8.12
40.23,31.948,8.282
40.23,28.87,11.36
40.23,28.87,11.36
40.23,28.894,11.336
40.23,29.11,11.12
40.23,29.11,11.12
40.23,29.11,11.12
40.23,29.11,11.12
40.23,26.392,13.838
40.23,26.09,14.14
40.23,26.09,14.14
40.23,26.6085,13.6215
40.23,26.7,13.53
40.23,26.7,13.53
40.23,26.7,13.53
40.23,26.861,13.369
40.23,26.93,13.3
40.23,26.93,13.3
40.23,27.154,13.076
40.23,27.25,12.98
40.23,27.25,12.98
40.23,27.25,12.98
40.23,28.6765,11.5535
40.23,30.42,9.81
40.23,30.81,9.42
40.23,33.02,7.21
40.23,33.02,7.21
40.23,33.02,7.21
40.23,33.02,7.21
40.23,41.061,-0.831
40.23,42.48,-2.25
40.23,42.48,-2.25
40.23,45.656,-5.426
40.23,46.45,-6.22
40.23,46.45,-6.22
40.23,46.45,-6.22
40.23,50.48,-10.25
40.23,54.51,-14.28
40.23,54.51,-14.28
40.23,56.538,-16.308
40.23,57.89,-17.66
40.23,57.89,-17.66
40.23,57.89,-17.66
40.23,60.0965,-19.8665
40.23,72.6,-32.37
40.23,72.6,-32.37
40.23,72.318,-32.088
40.23,72.13,-31.9
40.23,72.13,-31.9
40.23,72.13,-31.9
40.23,72.6885,-32.4585
40.23,83.3,-43.07
40.23,83.3,-43.07
40.23,82.77,-42.54
40.23,80.65,-40.42
40.23,80.65,-40.42
40.23,80.65,-40.42
40.23,80.65,-40.42
40.23,83.602,-43.372
40.23,84.34,-44.11
40.23,84.21,-43.98
40.23,81.74,-41.51
40.23,81.74,-41.51
40.23,81.74,-41.51
40.23,81.74,-41.51
40.23,81.996,-41.766
40.23,82.06,-41.83
40.23,82.026,-41.796
40.23,81.72,-41.49
40.23,81.72,-41.49
40.23,81.72,-41.49
40.23,81.72,-41.49
40.23,81.8305,-41.6005
40.23,81.85,-41.62
40.23,81.85,-41.62
40.23,81.85,-41.62
40.23,81.85,-41.62
40.23,81.85,-41.62
40.23,81.85,-41.62
40.23,81.918,-41.688
40.23,81.93,-41.7
40.23,81.93,-41.7
40.23,81.93,-41.7
40.23,81.93,-41.7
40.23,81.93,-41.7
40.23,81.93,-41.7
40.23,81.96,-41.73
40.23,81.99,-41.76
40.23,81.99,-41.76
40.23,81.997,-41.767
40.23,82,-41.77
40.23,82,-41.77
40.23,82,-41.77
40.23,82.035,-41.805
40.23,82.07,-41.84
40.23,82.07,-41.84
40.23,82.062,-41.832
40.23,82.06,-41.83
40.23,82.06,-41.83
40.23,82.06,-41.83
40.23,82.09,-41.86
40.23,82.12,-41.89
40.23,82.12,-41.89
40.23,82.112,-41.882
40.23,82.11,-41.88
40.23,82.11,-41.88
40.23,82.11,-41.88
40.23,82.116,-41.886
40.23,82.15,-41.92
40.23,82.15,-41.92
40.23,82.132,-41.902
40.23,82.12,-41.89
40.23,82.12,-41.89
40.23,82.12,-41.89
40.23,82.12,-41.89
40.23,82.1625,-41.9325
39.52,82.17,-42.65
40.23,82.1655,-41.9355
40.23,82.16,-41.93
40.23,82.16,-41.93
40.23,82.16,-41.93
40.23,82.16,-41.93
40.23,82.182,-41.952
40.23,82.2,-41.97
40.23,82.198,-41.968
39.52,82.18,-42.66
39.52,82.18,-42.66
39.52,82.18,-42.66
38.82,82.18,-43.36
38.11,82.189,-44.079
37.41,82.21,-44.8
37.41,82.21,-44.8
36.7,82.182,-45.482
36,82.17,-46.17
36,82.17,-46.17
35.29,82.17,-46.88
34.58,82.176,-47.596
34.58,82.2,-47.62
33.88,82.2,-48.32
33.88,82.1805,-48.3005
33.17,82.17,-49
33.17,82.17,-49
33.17,82.17,-49
33.17,82.17,-49
33.17,82.2,-49.03
33.88,82.2,-48.32
33.88,82.194,-48.314
33.88,82.19,-48.31
34.58,82.19,-47.61
34.58,82.19,-47.61
35.29,82.19,-46.9
35.29,82.204,-46.914
36.7,82.21,-45.51
38.11,82.203,-44.093
39.52,82.19,-42.67
40.94,82.19,-41.25
43.05,82.19,-39.14
45.17,82.19,-37.02
47.29,82.197,-34.907
48.7,82.21,-33.51
50.82,82.209,-31.389
52.94,82.19,-29.25
55.05,82.19,-27.14
56.47,82.19,-25.72
57.88,82.19,-24.31
59.29,82.1865,-22.8965
60.7,82.18,-21.48
62.11,82.18,-20.07
64.23,82.17,-17.94
66.35,82.17,-15.82
68.47,82.17,-13.7
70.58,82.17,-11.59
72.7,82.17,-9.47
74.11,82.1785,-8.0685
76.23,82.18,-5.95
77.64,82.18,-4.54
79.05,82.18,-3.13
81.17,82.18,-1.01
83.29,82.18,1.11
84.7,82.18,2.52
85.41,82.18,3.23
86.82,82.18,4.64
87.52,82.168,5.352
87.52,82.16,5.36
88.23,82.16,6.07
88.94,82.16,6.78
88.94,82.143,6.797
88.94,82.14,6.8
88.94,82.125,6.815
88.23,82.12,6.11
88.23,82.12,6.11
88.23,82.12,6.11
88.23,82.12,6.11
88.23,82.1285,6.1015
87.52,82.13,5.39
88.23,82.144,6.086
88.23,82.15,6.08
88.23,82.15,6.08
87.52,82.15,5.37
88.23,82.15,6.08
88.23,82.1175,6.1125
88.23,82.02,6.21
88.23,82.08,6.15
87.52,82.42,5.1
88.23,82.42,5.81
88.23,82.42,5.81
88.23,82.42,5.81
88.23,82.42,5.81
88.23,81.91,6.32
88.23,82.039,6.191
88.23,83.2,5.03
88.23,83.2,5.03
88.23,83.2,5.03
87.52,83.2,4.32
88.23,82.664,5.566
88.23,77.84,10.39
87.52,77.9615,9.5585
87.52,80.27,7.25
88.23,80.27,7.96
88.23,80.27,7.96
87.52,80.27,7.25
88.23,80.27,7.96
88.23,62.414,25.816
88.23,57.95,30.28
88.23,56.807,31.423
87.52,56.68,30.84
88.23,56.68,31.55
88.23,56.68,31.55
87.52,56.68,30.84
88.23,46.74,41.49
87.52,36.8,50.72
88.23,36.764,51.466
88.23,36.72,51.51
88.23,36.72,51.51
87.52,36.72,50.8
88.23,36.72,51.51
88.23,36.72,51.51
88.23,21.1685,67.0615
88.23,20.5775,67.6525
88.23,21.26,66.97
88.23,21.26,66.97
87.52,21.26,66.26
88.23,21.26,66.97
88.23,21.26,66.97
88.23,11.026,77.204
87.52,6.64,80.88
87.52,8.6275,78.8925
88.23,9.29,78.94
88.23,9.29,78.94
88.23,9.29,78.94
88.23,9.29,78.94
88.23,7.9205,80.3095
87.52,6.8,80.72
88.23,6.618,81.612
87.52,6.52,81
88.23,6.52,81.71
88.23,6.52,81.71
88.23,6.52,81.71
88.23,6.44,81.79
88.23,6.2,82.03
88.23,6.416,81.814
88.23,6.74,81.49
88.23,6.74,81.49
88.23,6.74,81.49
88.23,6.74,81.49
87.52,6.74,80.78
88.23,7.062,81.168
88.23,7.2,81.03
88.23,6.928,81.302
88.23,6.88,81.35
88.23,6.88,81.35
87.52,6.88,80.64
88.23,6.88,81.35
88.23,6.8755,81.3545
88.23,6.79,81.44
88.23,6.65,81.58
88.23,6.44,81.79
88.23,6.44,81.79
88.23,6.44,81.79
88.23,6.44,81.79
88.23,6.44,81.79
87.52,6.5555,80.9645
88.23,6.65,81.58
87.52,6.5225,80.9975
88.23,6.5,81.73
88.23,6.5,81.73
87.52,6.5,81.02
88.23,6.5,81.73
88.23,6.5,81.73
88.23,6.842,81.388
88.23,6.35,81.88
88.23,6.26,81.97
88.23,6.26,81.97
87.52,6.26,81.26
88.23,6.26,81.97
88.23,6.251,81.979
88.23,6.08,82.15
88.23,6.074,82.156
88.23,6.06,82.17
88.23,6.06,82.17
87.52,6.06,81.46
88.23,6.06,82.17
88.23,6.06,82.17
88.23,6.3225,81.9075
88.23,6.41,81.82
88.23,6.16,82.07
88.23,6.16,82.07
88.23,6.16,82.07
88.23,6.16,82.07
88.23,6.16,82.07
87.52,6.207,81.313
88.23,6.63,81.6
87.52,6.174,81.346
88.23,5.87,82.36
87.52,5.87,81.65
88.23,5.87,82.36
87.52,5.87,81.65
87.52,5.87,81.65
87.52,5.9965,81.5235
88.23,6.057,82.173
87.52,5.67,81.85
88.23,5.67,82.56
87.52,5.67,81.85
87.52,5.67,81.85
88.23,5.67,82.56
88.23,5.986,82.244
88.23,7.25,80.98
88.23,6.483,81.747
87.52,6.07,81.45
88.23,6.07,82.16
88.23,6.07,82.16
88.23,6.07,82.16
88.23,6.276,81.954
88.23,7.1,81.13
88.23,7.338,80.892
88.23,7.44,80.79
87.52,7.44,80.08
87.52,7.44,80.08
88.23,7.44,80.79
88.23,7.5125,80.7175
88.23,8.89,79.34
88.23,8.458,79.772
88.23,8.17,80.06
88.23,8.17,80.06
88.94,8.17,80.77
88.23,8.17,80.06
87.52,8.17,79.35
86.11,11.4785,74.6315
84,12.924,71.076
81.17,11.58,69.59
77.64,11.58,66.06
74.82,11.58,63.24
71.29,11.58,59.71
67.76,11.58,56.18
64.23,15.2745,48.9555
60.7,19.57,41.13
57.17,18.91,38.26
54.35,18.91,35.44
51.52,18.91,32.61
48,18.91,29.09
45.88,18.91,26.97
42.35,20.552,21.798
40.23,27.12,13.11
37.41,26.184,11.226
34.58,26.08,8.5
32.47,26.08,6.39
30.35,26.08,4.27
27.52,26.08,1.44
25.41,26.836,-1.426
23.29,29.86,-6.57
21.88,29.499,-7.619
19.05,29.48,-10.43
,29.48,-29.48
,29.48,-29.48
,29.48,-29.48
,29.48,-29.48
,31.2905,-31.2905
,31.393,-31.393
,31.3,-31.3
,31.3,-31.3
,31.3,-31.3
,31.3,-31.3
,31.3,-31.3
,33.659,-33.659
,34.417,-34.417
,34.21,-34.21
,34.21,-34.21
,34.21,-34.21
,34.21,-34.21
,34.21,-34.21
,34.43,-34.43
,34.85,-34.85
,35.21,-35.21
,35.21,-35.21
,35.21,-35.21
,35.21,-35.21
,35.21,-35.21
,37.036,-37.036
,40.5865,-40.5865
,43.1,-43.1
,43.1,-43.1
,43.1,-43.1
,43.1,-43.1
,43.1,-43.1
,50.615,-50.615
,61.708,-61.708
,64.04,-64.04
,64.04,-64.04
,64.04,-64.04
,64.04,-64.04
,64.04,-64.04
,64.7915,-64.7915
,79.07,-79.07
,77.684,-77.684
,77.53,-77.53
,77.53,-77.53
,77.53,-77.53
,77.53,-77.53
,77.53,-77.53
,77.5685,-77.5685
,77.408,-77.408
,77.28,-77.28
,77.28,-77.28
,77.28,-77.28
,77.28,-77.28
,77.28,-77.28
,77.3115,-77.3115
,77.475,-77.475
,77.43,-77.43
,77.43,-77.43
,77.43,-77.43
,77.43,-77.43
,77.43,-77.43
,77.43,-77.43
,77.447,-77.447
,77.297,-77.297
,77.27,-77.27
,77.27,-77.27
,77.27,-77.27
,77.27,-77.27
,77.332,-77.332
,77.624,-77.624
,77.69,-77.69
,77.69,-77.69
,77.69,-77.69
,77.69,-77.69
,77.69,-77.69
,77.69,-77.69
,77.9875,-77.9875
,78.4865,-78.4865
,78.51,-78.51
,78.51,-78.51
,78.51,-78.51
,78.51,-78.51
,78.51,-78.51
,78.598,-78.598
,78.9445,-78.9445
,79.06,-79.06
,79.06,-79.06
,79.06,-79.06
,79.06,-79.06
,79.06,-79.06
,79.06,-79.06
,79.501,-79.501
,80.33,-80.33
,80.33,-80.33
,80.33,-80.33
,80.33,-80.33
,80.33,-80.33
,80.33,-80.33
,80.048,-80.048
,80.42,-80.42
,80.56,-80.56
,80.56,-80.56
,80.56,-80.56
,80.56,-80.56
,80.56,-80.56
,80.521,-80.521
,80.46,-80.46
,80.47,-80.47
,80.47,-80.47
,80.47,-80.47
,80.47,-80.47
,80.47,-80.47
,80.4595,-80.4595
,80.485,-80.485
,80.5,-80.5
,80.5,-80.5
,80.5,-80.5
,80.5,-80.5
,80.5,-80.5
,80.49,-80.49
,80.604,-80.604
,80.73,-80.73
,80.73,-80.73
,80.73,-80.73
,80.73,-80.73
,80.73,-80.73
,80.73,-80.73
,80.522,-80.522
,80.62,-80.62
,80.62,-80.62
,80.62,-80.62
,80.62,-80.62
,80.62,-80.62
,80.62,-80.62
,80.529,-80.529
,80.156,-80.156
,80.12,-80.12
,80.12,-80.12
,80.12,-80.12
,80.12,-80.12
,80.12,-80.12
,80.1325,-80.1325
,80.293,-80.293
,80.23,-80.23
,80.23,-80.23
,80.23,-80.23
,80.23,-80.23
,80.23,-80.23
,80.23,-80.23
,80.2345,-80.2345
,79.93,-79.93
,79.93,-79.93
,79.93,-79.93
,79.93,-79.93
,79.93,-79.93
,79.93,-79.93
,79.854,-79.854
,79.62,-79.62
,79.62,-79.62
,79.62,-79.62
,79.62,-79.62
,79.62,-79.62
,79.62,-79.62
,79.161,-79.161
,78.12,-78.12
,78.12,-78.12
,78.12,-78.12
,78.12,-78.12
,78.12,-78.12
,78.12,-78.12
,78.1155,-78.1155
,77.354,-77.354
,77.17,-77.17
,77.17,-77.17
,77.17,-77.17
,77.17,-77.17
,77.17,-77.17
,77.17,-77.17
,77.5895,-77.5895
,77.56,-77.56
,77.56,-77.56
,77.56,-77.56
,77.56,-77.56
,77.56,-77.56
,77.56,-77.56
,77.156,-77.156
,76.92,-76.92
,76.92,-76.92
,76.92,-76.92
,76.92,-76.92
,76.92,-76.92
,76.92,-76.92
,76.8255,-76.8255
,75.38,-75.38
,75.38,-75.38
,75.38,-75.38
,75.38,-75.38
,75.38,-75.38
,75.38,-75.38
,75.38,-75.38
,74.3865,-74.3865
,73.87,-73.87
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65
,72.65,-72.65